"user_id","pay_date","amount","region","platform","cohort_month","cohort_index"
231,"2023-08-21",10,North America,Web,"2023-04-23",4
231,"2023-09-20",10,North America,Web,"2023-04-23",5
231,"2023-10-20",10,North America,Web,"2023-04-23",6
232,"2023-06-29",10,Europe,iOS,"2023-06-29",0
233,"2023-01-06",10,Asia,Android,"2023-01-06",0
233,"2023-02-05",10,Asia,Android,"2023-01-06",1
233,"2023-03-07",10,Asia,Android,"2023-01-06",2
233,"2023-04-06",10,Asia,Android,"2023-01-06",3
233,"2023-05-06",10,Asia,Android,"2023-01-06",4
233,"2023-06-05",10,Asia,Android,"2023-01-06",5
233,"2023-07-05",10,Asia,Android,"2023-01-06",6
233,"2023-08-04",10,Asia,Android,"2023-01-06",7
233,"2023-09-03",10,Asia,Android,"2023-01-06",8
234,"2023-05-14",10,Europe,Android,"2023-05-14",0
234,"2023-06-13",10,Europe,Android,"2023-05-14",1
234,"2023-07-13",10,Europe,Android,"2023-05-14",2
234,"2023-08-12",10,Europe,Android,"2023-05-14",3
234,"2023-09-11",10,Europe,Android,"2023-05-14",4
234,"2023-10-11",10,Europe,Android,"2023-05-14",5
235,"2023-01-15",10,North America,iOS,"2023-01-15",0
235,"2023-02-14",10,North America,iOS,"2023-01-15",1
235,"2023-03-16",10,North America,iOS,"2023-01-15",2
235,"2023-04-15",10,North America,iOS,"2023-01-15",3
235,"2023-05-15",10,North America,iOS,"2023-01-15",4
235,"2023-06-14",10,North America,iOS,"2023-01-15",5
235,"2023-07-14",10,North America,iOS,"2023-01-15",6
235,"2023-08-13",10,North America,iOS,"2023-01-15",7
236,"2023-03-14",10,Europe,Android,"2023-03-14",0
236,"2023-04-13",10,Europe,Android,"2023-03-14",1
236,"2023-05-13",10,Europe,Android,"2023-03-14",2
236,"2023-06-12",10,Europe,Android,"2023-03-14",3
236,"2023-07-12",10,Europe,Android,"2023-03-14",4
236,"2023-08-11",10,Europe,Android,"2023-03-14",5
236,"2023-09-10",10,Europe,Android,"2023-03-14",6
236,"2023-10-10",10,Europe,Android,"2023-03-14",7
236,"2023-11-09",10,Europe,Android,"2023-03-14",8
237,"2023-01-31",10,North America,Web,"2023-01-31",0
237,"2023-03-02",10,North America,Web,"2023-01-31",2
237,"2023-04-01",10,North America,Web,"2023-01-31",3
237,"2023-05-01",10,North America,Web,"2023-01-31",4
237,"2023-05-31",10,North America,Web,"2023-01-31",4
237,"2023-06-30",10,North America,Web,"2023-01-31",5
238,"2023-06-14",10,North America,Android,"2023-06-14",0
239,"2023-04-20",10,Asia,Web,"2023-04-20",0
239,"2023-05-20",10,Asia,Web,"2023-04-20",1
239,"2023-06-19",10,Asia,Web,"2023-04-20",2
239,"2023-07-19",10,Asia,Web,"2023-04-20",3
239,"2023-08-18",10,Asia,Web,"2023-04-20",4
239,"2023-09-17",10,Asia,Web,"2023-04-20",5
239,"2023-10-17",10,Asia,Web,"2023-04-20",6
239,"2023-11-16",10,Asia,Web,"2023-04-20",7
240,"2023-01-28",10,North America,iOS,"2023-01-28",0
240,"2023-02-27",10,North America,iOS,"2023-01-28",1
240,"2023-03-29",10,North America,iOS,"2023-01-28",2
241,"2023-01-27",10,Asia,Android,"2023-01-27",0
241,"2023-02-26",10,Asia,Android,"2023-01-27",1
242,"2023-02-14",10,Europe,iOS,"2023-02-14",0
242,"2023-03-16",10,Europe,iOS,"2023-02-14",1
242,"2023-04-15",10,Europe,iOS,"2023-02-14",2
243,"2023-01-11",10,North America,Android,"2023-01-11",0
243,"2023-02-10",10,North America,Android,"2023-01-11",1
244,"2023-04-28",10,Europe,iOS,"2023-04-28",0
244,"2023-05-28",10,Europe,iOS,"2023-04-28",1
244,"2023-06-27",10,Europe,iOS,"2023-04-28",2
244,"2023-07-27",10,Europe,iOS,"2023-04-28",3
245,"2023-05-26",10,Asia,iOS,"2023-05-26",0
245,"2023-06-25",10,Asia,iOS,"2023-05-26",1
245,"2023-07-25",10,Asia,iOS,"2023-05-26",2
245,"2023-08-24",10,Asia,iOS,"2023-05-26",3
245,"2023-09-23",10,Asia,iOS,"2023-05-26",4
245,"2023-10-23",10,Asia,iOS,"2023-05-26",5
245,"2023-11-22",10,Asia,iOS,"2023-05-26",6
246,"2023-04-29",10,North America,iOS,"2023-04-29",0
246,"2023-05-29",10,North America,iOS,"2023-04-29",1
246,"2023-06-28",10,North America,iOS,"2023-04-29",2
246,"2023-07-28",10,North America,iOS,"2023-04-29",3
246,"2023-08-27",10,North America,iOS,"2023-04-29",4
246,"2023-09-26",10,North America,iOS,"2023-04-29",5
246,"2023-10-26",10,North America,iOS,"2023-04-29",6
246,"2023-11-25",10,North America,iOS,"2023-04-29",7
246,"2023-12-25",10,North America,iOS,"2023-04-29",8
247,"2023-06-10",10,Asia,Web,"2023-06-10",0
247,"2023-07-10",10,Asia,Web,"2023-06-10",1
247,"2023-08-09",10,Asia,Web,"2023-06-10",2
247,"2023-09-08",10,Asia,Web,"2023-06-10",3
247,"2023-10-08",10,Asia,Web,"2023-06-10",4
247,"2023-11-07",10,Asia,Web,"2023-06-10",5
248,"2023-02-20",10,Europe,Web,"2023-02-20",0
248,"2023-03-22",10,Europe,Web,"2023-02-20",1
248,"2023-04-21",10,Europe,Web,"2023-02-20",2
248,"2023-05-21",10,Europe,Web,"2023-02-20",3
249,"2023-02-20",10,Asia,iOS,"2023-02-20",0
249,"2023-03-22",10,Asia,iOS,"2023-02-20",1
249,"2023-04-21",10,Asia,iOS,"2023-02-20",2
249,"2023-05-21",10,Asia,iOS,"2023-02-20",3
249,"2023-06-20",10,Asia,iOS,"2023-02-20",4
250,"2023-03-27",10,Asia,Web,"2023-03-27",0
250,"2023-04-26",10,Asia,Web,"2023-03-27",1
250,"2023-05-26",10,Asia,Web,"2023-03-27",2
250,"2023-06-25",10,Asia,Web,"2023-03-27",3
250,"2023-07-25",10,Asia,Web,"2023-03-27",4
250,"2023-08-24",10,Asia,Web,"2023-03-27",5
251,"2023-01-01",10,North America,Web,"2023-01-01",0
251,"2023-01-31",10,North America,Web,"2023-01-01",0
251,"2023-03-02",10,North America,Web,"2023-01-01",2
251,"2023-04-01",10,North America,Web,"2023-01-01",3
252,"2023-05-03",10,Europe,Web,"2023-05-03",0
252,"2023-06-02",10,Europe,Web,"2023-05-03",1
252,"2023-07-02",10,Europe,Web,"2023-05-03",2
253,"2023-06-21",10,Asia,iOS,"2023-06-21",0
253,"2023-07-21",10,Asia,iOS,"2023-06-21",1
253,"2023-08-20",10,Asia,iOS,"2023-06-21",2
253,"2023-09-19",10,Asia,iOS,"2023-06-21",3
253,"2023-10-19",10,Asia,iOS,"2023-06-21",4
253,"2023-11-18",10,Asia,iOS,"2023-06-21",5
254,"2023-06-23",10,Asia,iOS,"2023-06-23",0
254,"2023-07-23",10,Asia,iOS,"2023-06-23",1
254,"2023-08-22",10,Asia,iOS,"2023-06-23",2
254,"2023-09-21",10,Asia,iOS,"2023-06-23",3
254,"2023-10-21",10,Asia,iOS,"2023-06-23",4
254,"2023-11-20",10,Asia,iOS,"2023-06-23",5
254,"2023-12-20",10,Asia,iOS,"2023-06-23",6
255,"2023-01-30",10,Asia,Android,"2023-01-30",0
255,"2023-03-01",10,Asia,Android,"2023-01-30",2
255,"2023-03-31",10,Asia,Android,"2023-01-30",2
255,"2023-04-30",10,Asia,Android,"2023-01-30",3
256,"2023-01-05",10,North America,Web,"2023-01-05",0
256,"2023-02-04",10,North America,Web,"2023-01-05",1
256,"2023-03-06",10,North America,Web,"2023-01-05",2
256,"2023-04-05",10,North America,Web,"2023-01-05",3
256,"2023-05-05",10,North America,Web,"2023-01-05",4
256,"2023-06-04",10,North America,Web,"2023-01-05",5
257,"2023-05-26",10,North America,iOS,"2023-05-26",0
257,"2023-06-25",10,North America,iOS,"2023-05-26",1
257,"2023-07-25",10,North America,iOS,"2023-05-26",2
257,"2023-08-24",10,North America,iOS,"2023-05-26",3
257,"2023-09-23",10,North America,iOS,"2023-05-26",4
258,"2023-03-01",10,Europe,iOS,"2023-03-01",0
258,"2023-03-31",10,Europe,iOS,"2023-03-01",0
258,"2023-04-30",10,Europe,iOS,"2023-03-01",1
258,"2023-05-30",10,Europe,iOS,"2023-03-01",2
258,"2023-06-29",10,Europe,iOS,"2023-03-01",3
258,"2023-07-29",10,Europe,iOS,"2023-03-01",4
259,"2023-01-28",10,North America,iOS,"2023-01-28",0
260,"2023-05-18",10,North America,Android,"2023-05-18",0
261,"2023-01-05",10,North America,Android,"2023-01-05",0
261,"2023-02-04",10,North America,Android,"2023-01-05",1
261,"2023-03-06",10,North America,Android,"2023-01-05",2
261,"2023-04-05",10,North America,Android,"2023-01-05",3
261,"2023-05-05",10,North America,Android,"2023-01-05",4
261,"2023-06-04",10,North America,Android,"2023-01-05",5
262,"2023-01-04",10,Europe,Android,"2023-01-04",0
262,"2023-02-03",10,Europe,Android,"2023-01-04",1
262,"2023-03-05",10,Europe,Android,"2023-01-04",2
263,"2023-07-10",10,Asia,iOS,"2023-07-10",0
263,"2023-08-09",10,Asia,iOS,"2023-07-10",1
263,"2023-09-08",10,Asia,iOS,"2023-07-10",2
264,"2023-02-25",10,Asia,iOS,"2023-02-25",0
264,"2023-03-27",10,Asia,iOS,"2023-02-25",1
265,"2023-01-31",10,North America,Web,"2023-01-31",0
266,"2023-01-05",10,Europe,Android,"2023-01-05",0
266,"2023-02-04",10,Europe,Android,"2023-01-05",1
266,"2023-03-06",10,Europe,Android,"2023-01-05",2
266,"2023-04-05",10,Europe,Android,"2023-01-05",3
266,"2023-05-05",10,Europe,Android,"2023-01-05",4
266,"2023-06-04",10,Europe,Android,"2023-01-05",5
266,"2023-07-04",10,Europe,Android,"2023-01-05",6
266,"2023-08-03",10,Europe,Android,"2023-01-05",7
267,"2023-03-19",10,Europe,iOS,"2023-03-19",0
267,"2023-04-18",10,Europe,iOS,"2023-03-19",1
267,"2023-05-18",10,Europe,iOS,"2023-03-19",2
267,"2023-06-17",10,Europe,iOS,"2023-03-19",3
267,"2023-07-17",10,Europe,iOS,"2023-03-19",4
267,"2023-08-16",10,Europe,iOS,"2023-03-19",5
267,"2023-09-15",10,Europe,iOS,"2023-03-19",6
267,"2023-10-15",10,Europe,iOS,"2023-03-19",7
267,"2023-11-14",10,Europe,iOS,"2023-03-19",8
268,"2023-05-24",10,Europe,Web,"2023-05-24",0
268,"2023-06-23",10,Europe,Web,"2023-05-24",1
268,"2023-07-23",10,Europe,Web,"2023-05-24",2
268,"2023-08-22",10,Europe,Web,"2023-05-24",3
268,"2023-09-21",10,Europe,Web,"2023-05-24",4
268,"2023-10-21",10,Europe,Web,"2023-05-24",5
268,"2023-11-20",10,Europe,Web,"2023-05-24",6
268,"2023-12-20",10,Europe,Web,"2023-05-24",7
269,"2023-05-05",10,North America,Web,"2023-05-05",0
269,"2023-06-04",10,North America,Web,"2023-05-05",1
270,"2023-06-03",10,Europe,Android,"2023-06-03",0
270,"2023-07-03",10,Europe,Android,"2023-06-03",1
270,"2023-08-02",10,Europe,Android,"2023-06-03",2
270,"2023-09-01",10,Europe,Android,"2023-06-03",3
270,"2023-10-01",10,Europe,Android,"2023-06-03",4
271,"2023-06-22",10,Asia,Android,"2023-06-22",0
271,"2023-07-22",10,Asia,Android,"2023-06-22",1
271,"2023-08-21",10,Asia,Android,"2023-06-22",2
271,"2023-09-20",10,Asia,Android,"2023-06-22",3
271,"2023-10-20",10,Asia,Android,"2023-06-22",4
271,"2023-11-19",10,Asia,Android,"2023-06-22",5
271,"2023-12-19",10,Asia,Android,"2023-06-22",6
272,"2023-03-05",10,Europe,Android,"2023-03-05",0
272,"2023-04-04",10,Europe,Android,"2023-03-05",1
272,"2023-05-04",10,Europe,Android,"2023-03-05",2
272,"2023-06-03",10,Europe,Android,"2023-03-05",3
272,"2023-07-03",10,Europe,Android,"2023-03-05",4
272,"2023-08-02",10,Europe,Android,"2023-03-05",5
273,"2023-03-27",10,Europe,Android,"2023-03-27",0
273,"2023-04-26",10,Europe,Android,"2023-03-27",1
273,"2023-05-26",10,Europe,Android,"2023-03-27",2
274,"2023-02-25",10,Asia,iOS,"2023-02-25",0
274,"2023-03-27",10,Asia,iOS,"2023-02-25",1
274,"2023-04-26",10,Asia,iOS,"2023-02-25",2
274,"2023-05-26",10,Asia,iOS,"2023-02-25",3
274,"2023-06-25",10,Asia,iOS,"2023-02-25",4
274,"2023-07-25",10,Asia,iOS,"2023-02-25",5
274,"2023-08-24",10,Asia,iOS,"2023-02-25",6
274,"2023-09-23",10,Asia,iOS,"2023-02-25",7
275,"2023-02-22",10,Europe,Android,"2023-02-22",0
275,"2023-03-24",10,Europe,Android,"2023-02-22",1
275,"2023-04-23",10,Europe,Android,"2023-02-22",2
276,"2023-06-08",10,Europe,Android,"2023-06-08",0
276,"2023-07-08",10,Europe,Android,"2023-06-08",1
276,"2023-08-07",10,Europe,Android,"2023-06-08",2
276,"2023-09-06",10,Europe,Android,"2023-06-08",3
276,"2023-10-06",10,Europe,Android,"2023-06-08",4
276,"2023-11-05",10,Europe,Android,"2023-06-08",5
276,"2023-12-05",10,Europe,Android,"2023-06-08",6
277,"2023-04-08",10,Europe,Web,"2023-04-08",0
277,"2023-05-08",10,Europe,Web,"2023-04-08",1
277,"2023-06-07",10,Europe,Web,"2023-04-08",2
277,"2023-07-07",10,Europe,Web,"2023-04-08",3
277,"2023-08-06",10,Europe,Web,"2023-04-08",4
277,"2023-09-05",10,Europe,Web,"2023-04-08",5
277,"2023-10-05",10,Europe,Web,"2023-04-08",6
277,"2023-11-04",10,Europe,Web,"2023-04-08",7
277,"2023-12-04",10,Europe,Web,"2023-04-08",8
278,"2023-01-09",10,Europe,iOS,"2023-01-09",0
278,"2023-02-08",10,Europe,iOS,"2023-01-09",1
278,"2023-03-10",10,Europe,iOS,"2023-01-09",2
278,"2023-04-09",10,Europe,iOS,"2023-01-09",3
278,"2023-05-09",10,Europe,iOS,"2023-01-09",4
278,"2023-06-08",10,Europe,iOS,"2023-01-09",5
279,"2023-04-17",10,North America,Android,"2023-04-17",0
279,"2023-05-17",10,North America,Android,"2023-04-17",1
279,"2023-06-16",10,North America,Android,"2023-04-17",2
279,"2023-07-16",10,North America,Android,"2023-04-17",3
279,"2023-08-15",10,North America,Android,"2023-04-17",4
279,"2023-09-14",10,North America,Android,"2023-04-17",5
279,"2023-10-14",10,North America,Android,"2023-04-17",6
280,"2023-06-22",10,Europe,iOS,"2023-06-22",0
281,"2023-06-23",10,North America,iOS,"2023-06-23",0
281,"2023-07-23",10,North America,iOS,"2023-06-23",1
281,"2023-08-22",10,North America,iOS,"2023-06-23",2
282,"2023-01-07",10,Asia,Web,"2023-01-07",0
282,"2023-02-06",10,Asia,Web,"2023-01-07",1
282,"2023-03-08",10,Asia,Web,"2023-01-07",2
282,"2023-04-07",10,Asia,Web,"2023-01-07",3
282,"2023-05-07",10,Asia,Web,"2023-01-07",4
282,"2023-06-06",10,Asia,Web,"2023-01-07",5
282,"2023-07-06",10,Asia,Web,"2023-01-07",6
283,"2023-02-17",10,Asia,iOS,"2023-02-17",0
283,"2023-03-19",10,Asia,iOS,"2023-02-17",1
283,"2023-04-18",10,Asia,iOS,"2023-02-17",2
284,"2023-07-07",10,Europe,Web,"2023-07-07",0
284,"2023-08-06",10,Europe,Web,"2023-07-07",1
284,"2023-09-05",10,Europe,Web,"2023-07-07",2
284,"2023-10-05",10,Europe,Web,"2023-07-07",3
284,"2023-11-04",10,Europe,Web,"2023-07-07",4
284,"2023-12-04",10,Europe,Web,"2023-07-07",5
285,"2023-01-13",10,Asia,Web,"2023-01-13",0
285,"2023-02-12",10,Asia,Web,"2023-01-13",1
285,"2023-03-14",10,Asia,Web,"2023-01-13",2
285,"2023-04-13",10,Asia,Web,"2023-01-13",3
285,"2023-05-13",10,Asia,Web,"2023-01-13",4
285,"2023-06-12",10,Asia,Web,"2023-01-13",5
285,"2023-07-12",10,Asia,Web,"2023-01-13",6
285,"2023-08-11",10,Asia,Web,"2023-01-13",7
285,"2023-09-10",10,Asia,Web,"2023-01-13",8
286,"2023-03-03",10,North America,Android,"2023-03-03",0
286,"2023-04-02",10,North America,Android,"2023-03-03",1
287,"2023-06-14",10,North America,Android,"2023-06-14",0
287,"2023-07-14",10,North America,Android,"2023-06-14",1
287,"2023-08-13",10,North America,Android,"2023-06-14",2
287,"2023-09-12",10,North America,Android,"2023-06-14",3
287,"2023-10-12",10,North America,Android,"2023-06-14",4
287,"2023-11-11",10,North America,Android,"2023-06-14",5
287,"2023-12-11",10,North America,Android,"2023-06-14",6
288,"2023-05-08",10,Europe,Web,"2023-05-08",0
288,"2023-06-07",10,Europe,Web,"2023-05-08",1
288,"2023-07-07",10,Europe,Web,"2023-05-08",2
288,"2023-08-06",10,Europe,Web,"2023-05-08",3
288,"2023-09-05",10,Europe,Web,"2023-05-08",4
289,"2023-06-06",10,Asia,iOS,"2023-06-06",0
289,"2023-07-06",10,Asia,iOS,"2023-06-06",1
289,"2023-08-05",10,Asia,iOS,"2023-06-06",2
289,"2023-09-04",10,Asia,iOS,"2023-06-06",3
289,"2023-10-04",10,Asia,iOS,"2023-06-06",4
289,"2023-11-03",10,Asia,iOS,"2023-06-06",5
289,"2023-12-03",10,Asia,iOS,"2023-06-06",6
290,"2023-06-04",10,North America,Android,"2023-06-04",0
291,"2023-04-29",10,Europe,iOS,"2023-04-29",0
291,"2023-05-29",10,Europe,iOS,"2023-04-29",1
292,"2023-07-08",10,Europe,Web,"2023-07-08",0
292,"2023-08-07",10,Europe,Web,"2023-07-08",1
293,"2023-03-08",10,Europe,Android,"2023-03-08",0
293,"2023-04-07",10,Europe,Android,"2023-03-08",1
294,"2023-05-31",10,North America,iOS,"2023-05-31",0
294,"2023-06-30",10,North America,iOS,"2023-05-31",1
294,"2023-07-30",10,North America,iOS,"2023-05-31",2
294,"2023-08-29",10,North America,iOS,"2023-05-31",3
294,"2023-09-28",10,North America,iOS,"2023-05-31",4
294,"2023-10-28",10,North America,iOS,"2023-05-31",5
294,"2023-11-27",10,North America,iOS,"2023-05-31",6
294,"2023-12-27",10,North America,iOS,"2023-05-31",7
295,"2023-01-06",10,Asia,iOS,"2023-01-06",0
295,"2023-02-05",10,Asia,iOS,"2023-01-06",1
295,"2023-03-07",10,Asia,iOS,"2023-01-06",2
295,"2023-04-06",10,Asia,iOS,"2023-01-06",3
295,"2023-05-06",10,Asia,iOS,"2023-01-06",4
296,"2023-03-31",10,Europe,Android,"2023-03-31",0
296,"2023-04-30",10,Europe,Android,"2023-03-31",1
296,"2023-05-30",10,Europe,Android,"2023-03-31",2
296,"2023-06-29",10,Europe,Android,"2023-03-31",3
296,"2023-07-29",10,Europe,Android,"2023-03-31",4
297,"2023-03-09",10,North America,Android,"2023-03-09",0
297,"2023-04-08",10,North America,Android,"2023-03-09",1
297,"2023-05-08",10,North America,Android,"2023-03-09",2
297,"2023-06-07",10,North America,Android,"2023-03-09",3
298,"2023-01-26",10,Asia,Web,"2023-01-26",0
298,"2023-02-25",10,Asia,Web,"2023-01-26",1
298,"2023-03-27",10,Asia,Web,"2023-01-26",2
298,"2023-04-26",10,Asia,Web,"2023-01-26",3
298,"2023-05-26",10,Asia,Web,"2023-01-26",4
298,"2023-06-25",10,Asia,Web,"2023-01-26",5
298,"2023-07-25",10,Asia,Web,"2023-01-26",6
298,"2023-08-24",10,Asia,Web,"2023-01-26",7
298,"2023-09-23",10,Asia,Web,"2023-01-26",8
299,"2023-07-19",10,Europe,Web,"2023-07-19",0
299,"2023-08-18",10,Europe,Web,"2023-07-19",1
299,"2023-09-17",10,Europe,Web,"2023-07-19",2
300,"2023-02-23",10,Europe,Web,"2023-02-23",0
300,"2023-03-25",10,Europe,Web,"2023-02-23",1
300,"2023-04-24",10,Europe,Web,"2023-02-23",2
300,"2023-05-24",10,Europe,Web,"2023-02-23",3
300,"2023-06-23",10,Europe,Web,"2023-02-23",4
300,"2023-07-23",10,Europe,Web,"2023-02-23",5
300,"2023-08-22",10,Europe,Web,"2023-02-23",6
301,"2023-05-06",10,North America,Web,"2023-05-06",0
301,"2023-06-05",10,North America,Web,"2023-05-06",1
301,"2023-07-05",10,North America,Web,"2023-05-06",2
301,"2023-08-04",10,North America,Web,"2023-05-06",3
301,"2023-09-03",10,North America,Web,"2023-05-06",4
302,"2023-07-08",10,North America,iOS,"2023-07-08",0
302,"2023-08-07",10,North America,iOS,"2023-07-08",1
302,"2023-09-06",10,North America,iOS,"2023-07-08",2
302,"2023-10-06",10,North America,iOS,"2023-07-08",3
302,"2023-11-05",10,North America,iOS,"2023-07-08",4
303,"2023-06-25",10,Europe,Web,"2023-06-25",0
303,"2023-07-25",10,Europe,Web,"2023-06-25",1
303,"2023-08-24",10,Europe,Web,"2023-06-25",2
303,"2023-09-23",10,Europe,Web,"2023-06-25",3
303,"2023-10-23",10,Europe,Web,"2023-06-25",4
303,"2023-11-22",10,Europe,Web,"2023-06-25",5
303,"2023-12-22",10,Europe,Web,"2023-06-25",6
304,"2023-06-18",10,Europe,Web,"2023-06-18",0
304,"2023-07-18",10,Europe,Web,"2023-06-18",1
304,"2023-08-17",10,Europe,Web,"2023-06-18",2
304,"2023-09-16",10,Europe,Web,"2023-06-18",3
304,"2023-10-16",10,Europe,Web,"2023-06-18",4
304,"2023-11-15",10,Europe,Web,"2023-06-18",5
304,"2023-12-15",10,Europe,Web,"2023-06-18",6
305,"2023-05-01",10,Europe,iOS,"2023-05-01",0
305,"2023-05-31",10,Europe,iOS,"2023-05-01",0
305,"2023-06-30",10,Europe,iOS,"2023-05-01",1
306,"2023-05-05",10,Asia,iOS,"2023-05-05",0
306,"2023-06-04",10,Asia,iOS,"2023-05-05",1
306,"2023-07-04",10,Asia,iOS,"2023-05-05",2
306,"2023-08-03",10,Asia,iOS,"2023-05-05",3
306,"2023-09-02",10,Asia,iOS,"2023-05-05",4
306,"2023-10-02",10,Asia,iOS,"2023-05-05",5
306,"2023-11-01",10,Asia,iOS,"2023-05-05",6
306,"2023-12-01",10,Asia,iOS,"2023-05-05",7
307,"2023-06-02",10,North America,Android,"2023-06-02",0
308,"2023-01-11",10,North America,iOS,"2023-01-11",0
308,"2023-02-10",10,North America,iOS,"2023-01-11",1
308,"2023-03-12",10,North America,iOS,"2023-01-11",2
308,"2023-04-11",10,North America,iOS,"2023-01-11",3
308,"2023-05-11",10,North America,iOS,"2023-01-11",4
309,"2023-06-12",10,Asia,Android,"2023-06-12",0
309,"2023-07-12",10,Asia,Android,"2023-06-12",1
309,"2023-08-11",10,Asia,Android,"2023-06-12",2
310,"2023-02-16",10,Asia,iOS,"2023-02-16",0
311,"2023-05-21",10,Asia,Web,"2023-05-21",0
311,"2023-06-20",10,Asia,Web,"2023-05-21",1
311,"2023-07-20",10,Asia,Web,"2023-05-21",2
311,"2023-08-19",10,Asia,Web,"2023-05-21",3
311,"2023-09-18",10,Asia,Web,"2023-05-21",4
311,"2023-10-18",10,Asia,Web,"2023-05-21",5
311,"2023-11-17",10,Asia,Web,"2023-05-21",6
312,"2023-02-09",10,North America,iOS,"2023-02-09",0
312,"2023-03-11",10,North America,iOS,"2023-02-09",1
312,"2023-04-10",10,North America,iOS,"2023-02-09",2
312,"2023-05-10",10,North America,iOS,"2023-02-09",3
312,"2023-06-09",10,North America,iOS,"2023-02-09",4
312,"2023-07-09",10,North America,iOS,"2023-02-09",5
312,"2023-08-08",10,North America,iOS,"2023-02-09",6
312,"2023-09-07",10,North America,iOS,"2023-02-09",7
313,"2023-03-24",10,Europe,Android,"2023-03-24",0
313,"2023-04-23",10,Europe,Android,"2023-03-24",1
314,"2023-03-12",10,North America,Android,"2023-03-12",0
315,"2023-03-28",10,Asia,Web,"2023-03-28",0
315,"2023-04-27",10,Asia,Web,"2023-03-28",1
315,"2023-05-27",10,Asia,Web,"2023-03-28",2
315,"2023-06-26",10,Asia,Web,"2023-03-28",3
315,"2023-07-26",10,Asia,Web,"2023-03-28",4
316,"2023-06-24",10,Europe,iOS,"2023-06-24",0
316,"2023-07-24",10,Europe,iOS,"2023-06-24",1
317,"2023-04-10",10,Europe,Android,"2023-04-10",0
318,"2023-05-03",10,Asia,Android,"2023-05-03",0
318,"2023-06-02",10,Asia,Android,"2023-05-03",1
318,"2023-07-02",10,Asia,Android,"2023-05-03",2
318,"2023-08-01",10,Asia,Android,"2023-05-03",3
319,"2023-01-03",10,Europe,Android,"2023-01-03",0
319,"2023-02-02",10,Europe,Android,"2023-01-03",1
319,"2023-03-04",10,Europe,Android,"2023-01-03",2
319,"2023-04-03",10,Europe,Android,"2023-01-03",3
319,"2023-05-03",10,Europe,Android,"2023-01-03",4
319,"2023-06-02",10,Europe,Android,"2023-01-03",5
320,"2023-04-08",10,Europe,Android,"2023-04-08",0
320,"2023-05-08",10,Europe,Android,"2023-04-08",1
320,"2023-06-07",10,Europe,Android,"2023-04-08",2
320,"2023-07-07",10,Europe,Android,"2023-04-08",3
321,"2023-07-10",10,Europe,Android,"2023-07-10",0
321,"2023-08-09",10,Europe,Android,"2023-07-10",1
321,"2023-09-08",10,Europe,Android,"2023-07-10",2
321,"2023-10-08",10,Europe,Android,"2023-07-10",3
321,"2023-11-07",10,Europe,Android,"2023-07-10",4
322,"2023-06-01",10,Europe,Android,"2023-06-01",0
322,"2023-07-01",10,Europe,Android,"2023-06-01",1
322,"2023-07-31",10,Europe,Android,"2023-06-01",1
322,"2023-08-30",10,Europe,Android,"2023-06-01",2
323,"2023-01-11",10,North America,iOS,"2023-01-11",0
323,"2023-02-10",10,North America,iOS,"2023-01-11",1
323,"2023-03-12",10,North America,iOS,"2023-01-11",2
323,"2023-04-11",10,North America,iOS,"2023-01-11",3
323,"2023-05-11",10,North America,iOS,"2023-01-11",4
324,"2023-07-17",10,Asia,Android,"2023-07-17",0
324,"2023-08-16",10,Asia,Android,"2023-07-17",1
324,"2023-09-15",10,Asia,Android,"2023-07-17",2
324,"2023-10-15",10,Asia,Android,"2023-07-17",3
324,"2023-11-14",10,Asia,Android,"2023-07-17",4
324,"2023-12-14",10,Asia,Android,"2023-07-17",5
325,"2023-06-30",10,Asia,Android,"2023-06-30",0
325,"2023-07-30",10,Asia,Android,"2023-06-30",1
325,"2023-08-29",10,Asia,Android,"2023-06-30",2
325,"2023-09-28",10,Asia,Android,"2023-06-30",3
325,"2023-10-28",10,Asia,Android,"2023-06-30",4
325,"2023-11-27",10,Asia,Android,"2023-06-30",5
326,"2023-06-06",10,Asia,Android,"2023-06-06",0
326,"2023-07-06",10,Asia,Android,"2023-06-06",1
327,"2023-03-04",10,Asia,iOS,"2023-03-04",0
327,"2023-04-03",10,Asia,iOS,"2023-03-04",1
327,"2023-05-03",10,Asia,iOS,"2023-03-04",2
327,"2023-06-02",10,Asia,iOS,"2023-03-04",3
327,"2023-07-02",10,Asia,iOS,"2023-03-04",4
327,"2023-08-01",10,Asia,iOS,"2023-03-04",5
327,"2023-08-31",10,Asia,iOS,"2023-03-04",5
327,"2023-09-30",10,Asia,iOS,"2023-03-04",6
328,"2023-01-18",10,Europe,iOS,"2023-01-18",0
328,"2023-02-17",10,Europe,iOS,"2023-01-18",1
328,"2023-03-19",10,Europe,iOS,"2023-01-18",2
329,"2023-01-08",10,Europe,Web,"2023-01-08",0
329,"2023-02-07",10,Europe,Web,"2023-01-08",1
329,"2023-03-09",10,Europe,Web,"2023-01-08",2
329,"2023-04-08",10,Europe,Web,"2023-01-08",3
329,"2023-05-08",10,Europe,Web,"2023-01-08",4
329,"2023-06-07",10,Europe,Web,"2023-01-08",5
330,"2023-05-17",10,Asia,Web,"2023-05-17",0
330,"2023-06-16",10,Asia,Web,"2023-05-17",1
330,"2023-07-16",10,Asia,Web,"2023-05-17",2
